0.38521334,0.038511808,0
0.89495307,0.089375887,0
0.704302836,0.070372071,0
0.187929011,0.018791795,0
0.416577246,0.041645677,0
0.776875664,0.077609445,0
0.534472461,0.053421803,0
0.904180301,0.09029488,0
0.642089709,0.06416486,0
0.978496159,0.097693546,0
0.411451316,0.041133523,0
0.703344937,0.070276518,0
0.902534111,0.090130932,0
0.892961618,0.089177537,0
0.072545039,0.00725444,0
0.369194659,0.036911079,0
0.165621119,0.016561355,0
0.767239294,0.076648678,0
0.090033927,0.009003271,0
0.547721242,0.054744742,0
0.867805123,0.086671631,0
0.582384706,0.058205555,0
0.934935381,0.093357392,0
0.889090969,0.088792008,0
0.455245935,0.04550887,0
0.977296836,0.097574187,0
0.424350676,0.042422333,0
0.49805899,0.04978531,0
0.076029061,0.007602833,0
0.807500016,0.080662274,0
0.458457836,0.045829725,0
0.208795459,0.020878029,0
0.007823661,0.000782366,0
0.691951458,0.069139942,0
0.415615886,0.041549624,0
0.349748008,0.034967671,0
0.009251403,0.00092514,0
0.367800709,0.036771779,0
0.329170601,0.032911116,0
0.415990861,0.041587089,0
0.722930368,0.072230083,0
0.499463008,0.049925537,0
0.528742544,0.052849621,0
0.704997673,0.070441382,0
0.631717882,0.06312978,0
0.634322372,0.063389708,0
0.883024555,0.088187746,0
0.527830717,0.052758566,0
0.39456198,0.039445961,0
0.13073822,0.01307345,0
0.891952468,0.089077024,0
0.24079742,0.024077415,0
0.935651982,0.093428739,0
0.041565047,0.004156493,0
0.547856021,0.0547582,0
0.802720736,0.080185894,0
0.380530328,0.03804385,0
0.70472066,0.070413749,0
0.007115644,0.000711564,0
0.970599163,0.096907594,0
0.940257987,0.093887315,0
0.327012653,0.032695437,0
0.908924067,0.090767308,0
0.999231133,0.099756914,0
0.811685963,0.081079498,0
0.345243367,0.034517479,0
0.231668514,0.023164779,0
0.787859825,0.078704501,0
0.347147208,0.034707749,0
0.773715455,0.077294373,0
0.537308461,0.053704996,0
0.259365415,0.025933634,0
0.111004012,0.011100173,0
0.925902818,0.092458043,0
0.910666424,0.090940823,0
0.826298589,0.269814063,1
0.543842975,0.245358594,1
0.465137626,0.162430031,1
0.027980268,0.139088876,1
0.365730955,0.008393982,1
0.004960642,0.109499279,1
0.609937504,0.001488192,1
0.505477346,0.181961859,1
0.874511849,0.151062682,1
0.784940897,0.259354289,1
0.234547176,0.233311972,1
0.609275307,0.070306104,1
0.346372798,0.181766512,1
0.175491077,0.103724939,1
0.570332144,0.052623006,1
0.59344427,0.170266038,1
0.171957777,0.177094284,1
0.39352746,0.051564455,1
0.732347065,0.117784185,1
0.452463878,0.217940865,1
0.960377047,0.135322712,1
0.565007466,0.28414362,1
0.87943156,0.168691743,1
0.432532324,0.260779417,1
0.454875244,0.129395864,1
0.065661335,0.136039432,1
0.858119687,0.019697127,1
0.876498707,0.254601795,1
0.526143437,0.259929905,1
0.980162081,0.157188419,1
0.156561085,0.28982944,1
0.31754844,0.046951058,1
0.878997268,0.095120505,1
0.637529005,0.260653636,1
0.503875237,0.190094795,1
0.816135973,0.150587548,1
0.474774,0.242401868,1
0.542614376,0.141951103,1
0.833162261,0.162066335,1
0.620178655,0.247354233,1
0.774405605,0.184982049,1
0.825576501,0.23023745,1
0.018015353,0.245148584,1
0.142908839,0.00540458,1
0.967809666,0.042859519,1
0.779944303,0.28628079,1
0.147489739,0.231854101,1
0.558760057,0.044232485,1
0.574840438,0.166844085,1
0.150438561,0.381235205,2
0.399719749,0.391617006,2
0.472949742,0.105112466,2
0.546446625,0.276167108,2
0.445204521,0.325050209,2
0.27178019,0.373252693,2
0.490863672,0.306623065,2
0.691054505,0.189100593,2
0.900191578,0.336883144,2
0.384645784,0.465091665,2
0.270386436,0.589253113,2
0.765206225,0.266010508,2
0.429871671,0.188142478,2
0.589161682,0.510395254,2
0.262084521,0.296389602,2
0.777192848,0.40082134,2
0.868416112,0.182431773,2
0.274904082,0.517592646,2
0.411452532,0.571137778,2
0.009716685,0.19124741,2
0.697914464,0.284051248,2
0.678624154,0.006801627,2
0.775457895,0.469337291,2
0.318824198,0.457371269,2
0.157800328,0.516553133,2
0.867665067,0.221328883,2
0.264944789,0.110235737,2
0.783932023,0.570706151,2
0.382363679,0.184399994,2
0.326818298,0.521623227,2
0.462408388,0.264470253,2
0.621156821,0.226782477,2
0.581144269,0.318063176,2
0.84913736,0.421237884,2
0.41525076,0.395673413,2
0.360866819,0.560008576,2
0.906110626,0.286599484,2
0.952304304,0.249928851,2
0.953951236,0.592595646,2
0.992198775,0.618327636,2
0.637745359,0.619233275,2
0.346512779,0.640031408,2
0.821315539,0.431740732,2
0.235115063,0.240187447,2
0.647520048,0.54376839,2
0.651697287,0.163838558,2
0.382324825,0.437902301,2
0.567828846,0.440529228,2
0.720747398,0.264444024,2
0.417358727,0.387096212,2
0.197004237,0.483390083,2
0.65780043,0.288012849,2
0.06397299,0.137466293,2
0.091502528,0.444360514,2
0.254210859,0.044766127,2
0.763125551,0.064007982,2
0.161415722,0.177009958,2
0.7849471,0.509142235,2
0.53128842,0.112750733,2
0.637838096,0.522229322,2
0.132112489,0.363387965,2
0.34288027,0.431799286,2
0.927967592,0.092346981,2
0.79050117,0.237718352,2
0.580646149,0.604849858,2
0.929412538,0.525540945,2
0.838895997,0.395353161,2
0.131777224,0.605655017,2
0.865470004,0.554054853,2
0.162658458,0.092113296,2
0.982653062,0.569443737,2
0.555966916,0.113615059,2
0.197810349,0.634883053,2
0.145010457,0.37942694,2
0.469587018,0.138025192,2
0.939806284,0.101333093,2
